"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0세"
"경기도 화성시 반월동(4159055000)","37,150","301","301"
"경기도 화성시 기배동(4159056000)","16,030","112","112"
"경기도 화성시 화산동(4159057000)","27,806","219","219"
"경기도 화성시 동탄1동(4159058500)","50,053","297","297"
"경기도 화성시 동탄2동(4159058600)","34,373","91","91"
"경기도 화성시 동탄3동(4159058700)","40,545","300","300"
"경기도 화성시 동탄4동(4159058800)","53,291","353","353"
"경기도 화성시 동탄5동(4159059000)","46,593","466","466"
"경기도 화성시 동탄6동(4159060000)","43,689","358","358"
"경기도 화성시 동탄7동(4159061000)","56,772","523","523"
"경기도 화성시 동탄8동(4159062000)","34,173","373","373"
"경기도 화성시 동탄9동(4159063000)","42,141","471","471"
"경기도 화성시동부출장소 (4159200000)","0","0","0"
"경기도 화성시동탄출장소 (4159400000)","0","0","0"
"경기도 광주시 (4161000000)","393,286","1,884","1,884"
"경기도 광주시 초월읍(4161025300)","50,111","280","280"
"경기도 광주시 곤지암읍(4161025900)","21,976","64","64"
"경기도 광주시 도척면(4161033000)","9,217","13","13"
"경기도 광주시 퇴촌면(4161034000)","15,643","29","29"
"경기도 광주시 남종면(4161035000)","1,411","1","1"
"경기도 광주시 남한산성면(4161037000)","2,273","2","2"
"경기도 광주시 경안동(4161051000)","28,671","179","179"
"경기도 광주시 송정동(4161052000)","21,286","80","80"
"경기도 광주시 쌍령동(4161054000)","17,708","85","85"
"경기도 광주시 탄벌동(4161055000)","40,334","127","127"
"경기도 광주시 광남1동(4161056000)","32,037","141","141"
"경기도 광주시 광남2동(4161057000)","33,232","233","233"
"경기도 광주시 오포1동(4161058000)","27,661","214","214"
"경기도 광주시 오포2동(4161059000)","32,845","126","126"
"경기도 광주시 신현동(4161060000)","36,069","209","209"
"경기도 광주시 능평동(4161061000)","22,812","101","101"
"경기도 양주시 (4163000000)","280,188","1,644","1,644"
"경기도 양주시 백석읍(4163025000)","24,896","45","45"
"경기도 양주시 은현면(4163031000)","5,307","8","8"
"경기도 양주시 남면(4163032000)","6,238","18","18"
"경기도 양주시 광적면(4163033000)","10,951","26","26"
"경기도 양주시 장흥면(4163034000)","11,908","42","42"
"경기도 양주시 양주1동(4163051000)","4,664","8","8"
"경기도 양주시 양주2동(4163052000)","49,583","174","174"
"경기도 양주시 회천1동(4163053000)","8,825","37","37"
"경기도 양주시 회천2동(4163054000)","42,671","366","366"
"경기도 양주시 회천3동(4163055000)","24,812","88","88"
"경기도 양주시 옥정1동(4163057000)","35,886","302","302"
"경기도 양주시 옥정2동(4163058000)","54,447","530","530"
"경기도 포천시 (4165000000)","142,365","493","493"
"경기도 포천시 소흘읍(4165025000)","42,675","147","147"
"경기도 포천시 군내면(4165031000)","9,626","42","42"
"경기도 포천시 내촌면(4165032000)","4,233","9","9"
"경기도 포천시 가산면(4165033000)","7,071","12","12"
"경기도 포천시 신북면(4165034000)","11,466","35","35"
"경기도 포천시 창수면(4165035000)","2,072","3","3"
"경기도 포천시 영중면(4165036000)","4,576","4","4"
"경기도 포천시 일동면(4165037000)","8,964","30","30"
"경기도 포천시 이동면(4165038000)","5,637","42","42"
"경기도 포천시 영북면(4165039000)","7,561","32","32"
"경기도 포천시 관인면(4165040000)","2,553","2","2"
"경기도 포천시 화현면(4165041000)","2,467","8","8"
"경기도 포천시 포천동(4165051000)","19,293","84","84"
"경기도 포천시 선단동(4165052000)","14,171","43","43"
"경기도 여주시 (4167000000)","114,645","375","375"
"경기도 여주시 가남읍(4167025000)","14,310","37","37"
"경기도 여주시 점동면(4167031000)","4,638","3","3"
"경기도 여주시 흥천면(4167032000)","5,001","7","7"
"경기도 여주시 금사면(4167033000)","2,877","5","5"
"경기도 여주시 세종대왕면(4167034500)","5,823","8","8"
"경기도 여주시 대신면(4167035000)","6,611","6","6"
"경기도 여주시 북내면(4167036000)","4,635","5","5"
"경기도 여주시 강천면(4167037000)","4,295","2","2"
"경기도 여주시 산북면(4167038000)","2,546","4","4"
"경기도 여주시 여흥동(4167051000)","20,782","72","72"
"경기도 여주시 중앙동(4167052000)","25,182","139","139"
"경기도 여주시 오학동(4167053000)","17,945","87","87"
"경기도 연천군 (4180000000)","41,091","161","161"
"경기도 연천군 연천읍(4180025000)","7,839","55","55"
"경기도 연천군 전곡읍(4180025300)","17,694","84","84"
"경기도 연천군 군남면(4180031000)","2,961","5","5"
"경기도 연천군 청산면(4180032000)","4,151","8","8"
"경기도 연천군 백학면(4180033000)","2,469","1","1"
"경기도 연천군 미산면(4180034000)","1,702","3","3"
"경기도 연천군 왕징면(4180035000)","967","2","2"
"경기도 연천군 신서면(4180036000)","2,429","2","2"
"경기도 연천군 중면(4180037000)","164","0","0"
"경기도 연천군 장남면(4180038000)","715","1","1"
"경기도 가평군 (4182000000)","62,393","199","199"
"경기도 가평군 가평읍(4182025000)","21,118","81","81"
"경기도 가평군 설악면(4182031000)","9,631","33","33"
"경기도 가평군 청평면(4182032500)","13,394","18","18"
"경기도 가평군 상면(4182033000)","5,423","4","4"
"경기도 가평군 조종면(4182034500)","9,218","56","56"
"경기도 가평군 북면(4182035000)","3,609","7","7"
"경기도 양평군 (4183000000)","126,273","421","421"
"경기도 양평군 양평읍(4183025000)","37,152","189","189"
"경기도 양평군 강상면(4183031000)","9,954","43","43"
"경기도 양평군 강하면(4183032000)","4,834","16","16"
"경기도 양평군 양서면(4183033000)","13,835","38","38"
"경기도 양평군 옥천면(4183034000)","8,027","16","16"
"경기도 양평군 서종면(4183035000)","9,950","22","22"
"경기도 양평군 단월면(4183036000)","3,921","3","3"
"경기도 양평군 청운면(4183037000)","3,758","2","2"
"경기도 양평군 양동면(4183038000)","4,520","5","5"
"경기도 양평군 지평면(4183039500)","6,769","11","11"
"경기도 양평군 용문면(4183040000)","18,471","63","63"
"경기도 양평군 개군면(4183041000)","5,082","13","13"
"강원특별자치도  (5100000000)","1,522,542","6,364","6,364"
"동해출장소  (5110500000)","0","0","0"
"강원특별자치도 춘천시 (5111000000)","286,537","1,345","1,345"
"강원특별자치도 춘천시 신북읍(5111025000)","7,207","19","19"
"강원특별자치도 춘천시 동면(5111031000)","19,083","73","73"
"강원특별자치도 춘천시 동산면(5111032000)","1,373","0","0"
"강원특별자치도 춘천시 신동면(5111033000)","2,552","1","1"
"강원특별자치도 춘천시 남면(5111034000)","1,065","0","0"
"강원특별자치도 춘천시 서면(5111035000)","3,616","1","1"
"강원특별자치도 춘천시 사북면(5111036000)","2,397","3","3"
"강원특별자치도 춘천시 북산면(5111038000)","955","1","1"
"강원특별자치도 춘천시 동내면(5111039000)","16,706","53","53"
"강원특별자치도 춘천시 남산면(5111040000)","3,294","5","5"
"강원특별자치도 춘천시 교동(5111052000)","3,843","11","11"
"강원특별자치도 춘천시 조운동(5111053000)","2,557","6","6"
"강원특별자치도 춘천시 약사명동(5111054500)","5,464","60","60"
"강원특별자치도 춘천시 근화동(5111057000)","9,082","81","81"
"강원특별자치도 춘천시 소양동(5111058000)","8,952","49","49"
"강원특별자치도 춘천시 후평1동(5111060000)","11,268","23","23"
"강원특별자치도 춘천시 후평2동(5111061000)","14,044","79","79"
"강원특별자치도 춘천시 후평3동(5111061100)","19,719","93","93"
"강원특별자치도 춘천시 효자1동(5111062000)","4,110","8","8"
"강원특별자치도 춘천시 효자2동(5111063000)","12,583","30","30"
"강원특별자치도 춘천시 효자3동(5111064000)","4,443","6","6"
"강원특별자치도 춘천시 석사동(5111065000)","33,633","117","117"
"강원특별자치도 춘천시 퇴계동(5111066000)","47,273","221","221"
"강원특별자치도 춘천시 강남동(5111067500)","25,681","163","163"
"강원특별자치도 춘천시 신사우동(5111070500)","25,637","242","242"
"강원특별자치도 원주시 (5113000000)","361,430","1,845","1,845"
"강원특별자치도 원주시 문막읍(5113025000)","17,474","66","66"
"강원특별자치도 원주시 소초면(5113031000)","8,237","25","25"
"강원특별자치도 원주시 호저면(5113032000)","3,430","1","1"
"강원특별자치도 원주시 지정면(5113033000)","31,014","398","398"
"강원특별자치도 원주시 부론면(5113035000)","2,154","0","0"
"강원특별자치도 원주시 귀래면(5113036000)","2,104","1","1"
"강원특별자치도 원주시 흥업면(5113037000)","9,592","21","21"
"강원특별자치도 원주시 판부면(5113038000)","7,080","18","18"
"강원특별자치도 원주시 신림면(5113039000)","3,599","4","4"
"강원특별자치도 원주시 중앙동(5113051500)","2,323","4","4"
"강원특별자치도 원주시 원인동(5113052000)","3,900","11","11"
"강원특별자치도 원주시 개운동(5113053000)","12,164","25","25"
"강원특별자치도 원주시 명륜1동(5113054100)","7,789","12","12"
"강원특별자치도 원주시 명륜2동(5113054200)","18,571","97","97"
"강원특별자치도 원주시 단구동(5113055000)","42,958","196","196"
"강원특별자치도 원주시 일산동(5113056000)","8,344","29","29"
"강원특별자치도 원주시 학성동(5113057500)","4,287","9","9"
"강원특별자치도 원주시 단계동(5113059000)","27,804","186","186"
"강원특별자치도 원주시 우산동(5113060000)","13,349","48","48"
"강원특별자치도 원주시 태장1동(5113061000)","12,654","79","79"
"강원특별자치도 원주시 태장2동(5113062000)","23,880","95","95"
"강원특별자치도 원주시 봉산동(5113063500)","7,386","14","14"
"강원특별자치도 원주시 행구동(5113065000)","8,667","51","51"
"강원특별자치도 원주시 무실동(5113066000)","35,517","159","159"
"강원특별자치도 원주시 반곡관설동(5113067500)","47,153","296","296"
"강원특별자치도 강릉시 (5115000000)","208,434","739","739"
"강원특별자치도 강릉시 주문진읍(5115025000)","15,580","33","33"
"강원특별자치도 강릉시 성산면(5115031000)","3,438","6","6"
"강원특별자치도 강릉시 왕산면(5115032000)","1,519","2","2"
"강원특별자치도 강릉시 구정면(5115033000)","4,161","8","8"
"강원특별자치도 강릉시 강동면(5115034000)","3,870","3","3"
"강원특별자치도 강릉시 옥계면(5115035000)","3,312","2","2"
"강원특별자치도 강릉시 사천면(5115036000)","5,420","12","12"
"강원특별자치도 강릉시 연곡면(5115037000)","6,486","4","4"
"강원특별자치도 강릉시 홍제동(5115051000)","14,584","78","78"
"강원특별자치도 강릉시 중앙동(5115052000)","4,374","11","11"
"강원특별자치도 강릉시 옥천동(5115054000)","3,145","2","2"
"강원특별자치도 강릉시 교1동(5115055000)","24,894","75","75"
"강원특별자치도 강릉시 교2동(5115056000)","7,156","26","26"
"강원특별자치도 강릉시 포남1동(5115057100)","10,812","29","29"
"강원특별자치도 강릉시 포남2동(5115057200)","11,909","26","26"
"강원특별자치도 강릉시 초당동(5115058000)","4,375","19","19"
"강원특별자치도 강릉시 송정동(5115059000)","9,569","68","68"
"강원특별자치도 강릉시 내곡동(5115060000)","18,491","102","102"
"강원특별자치도 강릉시 강남동(5115061500)","16,721","44","44"
"강원특별자치도 강릉시 성덕동(5115064500)","27,348","133","133"
"강원특별자치도 강릉시 경포동(5115066500)","11,270","56","56"
"강원특별자치도 동해시 (5117000000)","87,988","326","326"
"강원특별자치도 동해시 천곡동(5117051000)","29,618","112","112"
"강원특별자치도 동해시 송정동(5117052000)","3,466","1","1"
"강원특별자치도 동해시 북삼동(5117053000)","20,406","93","93"
"강원특별자치도 동해시 부곡동(5117054000)","4,715","8","8"
"강원특별자치도 동해시 동호동(5117055000)","4,843","16","16"
"강원특별자치도 동해시 발한동(5117057000)","3,082","0","0"
"강원특별자치도 동해시 묵호동(5117059000)","2,742","4","4"
"강원특별자치도 동해시 북평동(5117060000)","13,317","88","88"
"강원특별자치도 동해시 망상동(5117063000)","3,253","2","2"
"강원특별자치도 동해시 삼화동(5117065000)","2,546","2","2"
"강원특별자치도 태백시 (5119000000)","38,161","88","88"
"강원특별자치도 태백시 황지동(5119051500)","7,174","27","27"
"강원특별자치도 태백시 황연동(5119052500)","3,783","4","4"
"강원특별자치도 태백시 삼수동(5119053500)","5,006","10","10"
"강원특별자치도 태백시 상장동(5119054000)","11,645","27","27"
"강원특별자치도 태백시 문곡소도동(5119058500)","3,385","10","10"
"강원특별자치도 태백시 장성동(5119059500)","3,156","7","7"
"강원특별자치도 태백시 구문소동(5119060500)","2,214","1","1"
"강원특별자치도 태백시 철암동(5119061500)","1,798","2","2"
"강원특별자치도 속초시 (5121000000)","81,409","329","329"
"강원특별자치도 속초시 영랑동(5121051000)","4,396","12","12"
"강원특별자치도 속초시 동명동(5121052000)","5,180","27","27"
"강원특별자치도 속초시 금호동(5121054000)","5,576","17","17"
"강원특별자치도 속초시 교동(5121056000)","8,932","19","19"
"강원특별자치도 속초시 노학동(5121057000)","20,588","66","66"
"강원특별자치도 속초시 조양동(5121058000)","29,146","166","166"
"강원특별자치도 속초시 청호동(5121059000)","4,661","17","17"
"강원특별자치도 속초시 대포동(5121060000)","2,930","5","5"
"강원특별자치도 삼척시 (5123000000)","62,354","226","226"
"강원특별자치도 삼척시 도계읍(5123025000)","9,108","10","10"
"강원특별자치도 삼척시 원덕읍(5123025300)","3,101","5","5"
"강원특별자치도 삼척시 원덕읍임원출장소(5123025400)","1,534","2","2"
"강원특별자치도 삼척시 근덕면(5123031000)","4,734","1","1"
"강원특별자치도 삼척시 하장면(5123032000)","1,211","1","1"
"강원특별자치도 삼척시 노곡면(5123033000)","678","0","0"
"강원특별자치도 삼척시 미로면(5123034000)","1,735","2","2"
"강원특별자치도 삼척시 가곡면(5123035000)","681","2","2"
"강원특별자치도 삼척시 신기면(5123036000)","642","0","0"
"강원특별자치도 삼척시 남양동(5123051000)","6,737","24","24"
"강원특별자치도 삼척시 교동(5123053000)","15,313","111","111"
"강원특별자치도 삼척시 정라동(5123054000)","9,492","52","52"
"강원특별자치도 삼척시 성내동(5123057000)","7,388","16","16"
"강원특별자치도 홍천군 (5172000000)","67,205","278","278"
"강원특별자치도 홍천군 홍천읍(5172025000)","33,924","203","203"
"강원특별자치도 홍천군 화촌면(5172031000)","4,224","5","5"
"강원특별자치도 홍천군 두촌면(5172032000)","2,387","2","2"
"강원특별자치도 홍천군 내촌면(5172033000)","2,438","5","5"
"강원특별자치도 홍천군 서석면(5172034000)","3,649","7","7"
"강원특별자치도 홍천군 영귀미면(5172035200)","4,076","2","2"
"강원특별자치도 홍천군 남면(5172036000)","5,637","33","33"
"강원특별자치도 홍천군 서면(5172037000)","3,758","3","3"
"강원특별자치도 홍천군 북방면(5172038000)","4,111","12","12"
"강원특별자치도 홍천군 내면(5172039000)","3,001","6","6"
"강원특별자치도 횡성군 (5173000000)","46,327","116","116"
"강원특별자치도 횡성군 횡성읍(5173025000)","20,690","81","81"
"강원특별자치도 횡성군 우천면(5173031000)","4,394","3","3"
"강원특별자치도 횡성군 안흥면(5173032000)","3,166","3","3"
"강원특별자치도 횡성군 둔내면(5173033000)","5,961","12","12"
"강원특별자치도 횡성군 갑천면(5173034000)","2,477","2","2"
"강원특별자치도 횡성군 청일면(5173035000)","2,389","3","3"
"강원특별자치도 횡성군 공근면(5173036000)","3,430","2","2"
"강원특별자치도 횡성군 서원면(5173037000)","2,046","8","8"
"강원특별자치도 횡성군 강림면(5173038000)","1,774","2","2"
"강원특별자치도 영월군 (5175000000)","37,134","89","89"
"강원특별자치도 영월군 영월읍(5175025000)","20,139","79","79"
"강원특별자치도 영월군 상동읍(5175025300)","1,018","0","0"
"강원특별자치도 영월군 산솔면(5175031200)","1,399","1","1"
"강원특별자치도 영월군 김삿갓면(5175032500)","1,784","0","0"
"강원특별자치도 영월군 북면(5175033000)","2,033","0","0"
"강원특별자치도 영월군 남면(5175034000)","2,115","0","0"
"강원특별자치도 영월군 한반도면(5175035500)","1,164","3","3"
"강원특별자치도 영월군 한반도면쌍용출장소(5175035900)","1,566","3","3"
"강원특별자치도 영월군 주천면(5175036000)","3,800","1","1"
"강원특별자치도 영월군 무릉도원면(5175038000)","2,116","2","2"
"강원특별자치도 평창군 (5176000000)","40,505","106","106"
"강원특별자치도 평창군 평창읍(5176025000)","8,334","24","24"
"강원특별자치도 평창군 미탄면(5176031000)","1,563","4","4"
"강원특별자치도 평창군 방림면(5176032000)","807","0","0"
"강원특별자치도 평창군 방림면계촌출장소(5176032500)","1,713","1","1"
"강원특별자치도 평창군 대화면(5176033000)","5,001","8","8"
"강원특별자치도 평창군 봉평면(5176034000)","5,630","12","12"
"강원특별자치도 평창군 용평면(5176035000)","3,007","5","5"
"강원특별자치도 평창군 진부면(5176036000)","8,576","28","28"
"강원특별자치도 평창군 대관령면(5176038000)","5,874","24","24"
"강원특별자치도 정선군 (5177000000)","33,808","78","78"
"강원특별자치도 정선군 정선읍(5177025000)","9,826","29","29"
"강원특별자치도 정선군 고한읍(5177025300)","4,160","18","18"
"강원특별자치도 정선군 사북읍(5177025600)","4,282","5","5"
"강원특별자치도 정선군 신동읍(5177025900)","1,719","1","1"
"강원특별자치도 정선군 신동읍함백출장소(5177026000)","1,513","2","2"
"강원특별자치도 정선군 남면(5177032000)","3,121","10","10"
"강원특별자치도 정선군 북평면(5177034000)","2,450","2","2"
"강원특별자치도 정선군 임계면(5177035000)","3,338","5","5"
"강원특별자치도 정선군 화암면(5177036000)","1,535","3","3"
"강원특별자치도 정선군 여량면(5177037000)","1,864","3","3"
"강원특별자치도 철원군 (5178000000)","40,888","192","192"
"강원특별자치도 철원군 철원읍(5178025000)","4,802","42","42"
"강원특별자치도 철원군 김화읍(5178025300)","3,092","22","22"
"강원특별자치도 철원군 갈말읍(5178025600)","11,521","48","48"
"강원특별자치도 철원군 동송읍(5178025900)","14,311","52","52"
"강원특별자치도 철원군 서면(5178031000)","1,671","10","10"
"강원특별자치도 철원군 서면와수출장소(5178031500)","3,411","10","10"
"강원특별자치도 철원군 근남면(5178032000)","1,981","8","8"
"강원특별자치도 철원군 근북면(5178033000)","99","0","0"
"강원특별자치도 화천군 (5179000000)","22,955","144","144"
"강원특별자치도 화천군 화천읍(5179025000)","8,199","55","55"
"강원특별자치도 화천군 간동면(5179031000)","2,582","4","4"
"강원특별자치도 화천군 하남면(5179032000)","2,822","13","13"
"강원특별자치도 화천군 상서면(5179033000)","3,602","31","31"
"강원특별자치도 화천군 사내면(5179034000)","5,750","41","41"
"강원특별자치도 양구군 (5180000000)","20,890","102","102"
"강원특별자치도 양구군 양구읍(5180025000)","13,377","84","84"
"강원특별자치도 양구군 국토정중앙면(5180031500)","3,258","4","4"
"강원특별자치도 양구군 동면(5180032000)","1,906","12","12"
"강원특별자치도 양구군 방산면(5180033000)","1,176","2","2"
"강원특별자치도 양구군 해안면(5180034000)","1,173","0","0"
"강원특별자치도 인제군 (5181000000)","31,769","183","183"
"강원특별자치도 인제군 인제읍(5181025000)","10,090","63","63"
"강원특별자치도 인제군 인제읍귀둔출장소(5181025100)","508","0","0"
"강원특별자치도 인제군 남면(5181031000)","3,763","26","26"
"강원특별자치도 인제군 북면(5181032000)","7,794","28","28"
"강원특별자치도 인제군 기린면(5181033000)","5,001","23","23"
"강원특별자치도 인제군 서화면(5181034000)","2,542","24","24"
"강원특별자치도 인제군 상남면(5181035000)","2,071","19","19"
"강원특별자치도 고성군 (5182000000)","27,169","103","103"
"강원특별자치도 고성군 간성읍(5182025000)","7,372","57","57"
"강원특별자치도 고성군 거진읍(5182025300)","5,632","7","7"
"강원특별자치도 고성군 현내면(5182031000)","2,207","0","0"
"강원특별자치도 고성군 죽왕면(5182032000)","3,355","5","5"
"강원특별자치도 고성군 토성면(5182033000)","8,603","34","34"
"강원특별자치도 양양군 (5183000000)","27,579","75","75"
"강원특별자치도 양양군 양양읍(5183025000)","12,432","54","54"
"강원특별자치도 양양군 서면(5183031000)","2,731","2","2"
"강원특별자치도 양양군 손양면(5183032000)","2,233","2","2"
"강원특별자치도 양양군 현북면(5183033000)","2,611","3","3"
"강원특별자치도 양양군 현남면(5183034000)","2,966","4","4"
"강원특별자치도 양양군 강현면(5183035000)","4,606","10","10"
"충청북도  (4300000000)","1,591,485","7,142","7,142"
"충청북도 청주시 (4311000000)","853,187","4,539","4,539"
"충청북도 청주시 상당구 (4311100000)","199,217","979","979"
"충청북도 청주시 상당구 낭성면(4311131000)","2,096","3","3"
"충청북도 청주시 상당구 미원면(4311132000)","4,647","5","5"
"충청북도 청주시 상당구 가덕면(4311133000)","3,706","3","3"
"충청북도 청주시 상당구 남일면(4311134000)","6,504","22","22"
"충청북도 청주시 상당구 문의면(4311135000)","3,623","3","3"
"충청북도 청주시 상당구 중앙동(4311152500)","6,511","27","27"
"충청북도 청주시 상당구 성안동(4311154500)","6,393","20","20"
"충청북도 청주시 상당구 탑대성동(4311162000)","11,441","49","49"
"충청북도 청주시 상당구 영운동(4311167000)","10,028","36","36"
"충청북도 청주시 상당구 금천동(4311168000)","29,379","116","116"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","12,759","37","37"
"충청북도 청주시 상당구 용암1동(4311172000)","57,656","321","321"
"충청북도 청주시 상당구 용암2동(4311173000)","44,474","337","337"
"충청북도 청주시 서원구 (4311200000)","184,112","715","715"
"충청북도 청주시 서원구 남이면(4311231000)","9,808","36","36"
"충청북도 청주시 서원구 현도면(4311232000)","3,021","0","0"
"충청북도 청주시 서원구 사직1동(4311251000)","4,226","6","6"
"충청북도 청주시 서원구 사직2동(4311252000)","12,457","84","84"
"충청북도 청주시 서원구 사창동(4311253000)","14,140","37","37"
"충청북도 청주시 서원구 모충동(4311254000)","17,006","98","98"
"충청북도 청주시 서원구 산남동(4311255000)","25,206","96","96"
"충청북도 청주시 서원구 분평동(4311256000)","28,511","126","126"
"충청북도 청주시 서원구 수곡1동(4311257000)","12,767","28","28"
"충청북도 청주시 서원구 수곡2동(4311258000)","14,977","56","56"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","41,993","148","148"
"충청북도 청주시 흥덕구 (4311300000)","280,385","1,802","1,802"
"충청북도 청주시 흥덕구 오송읍(4311325000)","37,301","427","427"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,313","38","38"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,295","177","177"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","14,174","24","24"
"충청북도 청주시 흥덕구 복대1동(4311374100)","51,265","348","348"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,220","39","39"
"충청북도 청주시 흥덕구 가경동(4311374700)","53,689","229","229"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","10,298","49","49"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,666","116","116"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","30,802","138","138"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","16,362","217","217"
"충청북도 청주시 청원구 (4311400000)","189,473","1,043","1,043"
"충청북도 청주시 청원구 내수읍(4311425000)","18,591","65","65"
"충청북도 청주시 청원구 오창읍(4311425300)","68,303","557","557"
"충청북도 청주시 청원구 북이면(4311431000)","4,247","6","6"
"충청북도 청주시 청원구 우암동(4311451000)","12,146","30","30"
"충청북도 청주시 청원구 내덕1동(4311452000)","7,911","16","16"
"충청북도 청주시 청원구 내덕2동(4311453000)","12,981","56","56"
"충청북도 청주시 청원구 율량.사천동(4311454000)","47,680","237","237"
"충청북도 청주시 청원구 오근장동(4311455000)","17,614","76","76"
"충청북도 충주시 (4313000000)","207,468","834","834"
"충청북도 충주시 주덕읍(4313025000)","4,706","6","6"
"충청북도 충주시 살미면(4313031000)","1,952","1","1"
"충청북도 충주시 수안보면(4313032500)","2,826","3","3"
"충청북도 충주시 대소원면(4313033500)","10,007","75","75"
"충청북도 충주시 신니면(4313035000)","2,735","2","2"
"충청북도 충주시 노은면(4313036000)","2,181","1","1"
"충청북도 충주시 앙성면(4313037000)","3,907","2","2"
"충청북도 충주시 중앙탑면(4313038500)","14,875","195","195"
"충청북도 충주시 금가면(4313039000)","3,869","18","18"
"충청북도 충주시 동량면(4313040000)","3,423","3","3"
"충청북도 충주시 산척면(4313041000)","2,156","1","1"
"충청북도 충주시 엄정면(4313042000)","2,999","2","2"
"충청북도 충주시 소태면(4313043000)","1,857","1","1"
"충청북도 충주시 성내.충인동(4313051500)","2,453","3","3"
"충청북도 충주시 교현.안림동(4313053500)","22,385","63","63"
"충청북도 충주시 교현2동(4313054000)","6,288","14","14"
"충청북도 충주시 용산동(4313055000)","14,095","49","49"
"충청북도 충주시 지현동(4313056000)","4,940","6","6"
"충청북도 충주시 문화동(4313057100)","8,902","20","20"
"충청북도 충주시 호암.직동(4313058000)","22,314","161","161"
"충청북도 충주시 달천동(4313060500)","4,024","1","1"
"충청북도 충주시 봉방동(4313061000)","9,182","27","27"
"충청북도 충주시 칠금.금릉동(4313062500)","13,815","47","47"
"충청북도 충주시 연수동(4313063000)","35,218","101","101"
"충청북도 충주시 목행.용탄동(4313064000)","6,359","32","32"
"충청북도 제천시 (4315000000)","129,618","460","460"
"충청북도 제천시 봉양읍(4315025000)","6,639","11","11"
"충청북도 제천시 금성면(4315031000)","1,800","0","0"
"충청북도 제천시 청풍면(4315032000)","1,258","3","3"
"충청북도 제천시 수산면(4315033000)","1,986","2","2"
"충청북도 제천시 덕산면(4315034000)","2,121","5","5"
"충청북도 제천시 한수면(4315035000)","655","0","0"
"충청북도 제천시 백운면(4315036000)","3,330","3","3"
"충청북도 제천시 송학면(4315038000)","4,643","9","9"
"충청북도 제천시 교동(4315051000)","17,796","74","74"
"충청북도 제천시 의림지동(4315051800)","10,001","49","49"
"충청북도 제천시 중앙동(4315052800)","5,386","7","7"
"충청북도 제천시 남현동(4315053700)","4,715","9","9"
"충청북도 제천시 영서동(4315054700)","9,878","33","33"
"충청북도 제천시 용두동(4315056000)","18,986","106","106"
"충청북도 제천시 신백동(4315057700)","10,585","25","25"
"충청북도 제천시 청전동(4315059000)","14,947","36","36"
"충청북도 제천시 화산동(4315060500)","14,892","88","88"
"충청북도 보은군 (4372000000)","30,735","66","66"
"충청북도 보은군 보은읍(4372025000)","14,268","47","47"
"충청북도 보은군 속리산면(4372031500)","1,715","2","2"
"충청북도 보은군 장안면(4372032500)","1,403","5","5"
"충청북도 보은군 마로면(4372033000)","2,077","2","2"
"충청북도 보은군 탄부면(4372034000)","1,553","0","0"
"충청북도 보은군 삼승면(4372035000)","2,195","1","1"
"충청북도 보은군 수한면(4372036000)","1,782","5","5"
"충청북도 보은군 회남면(4372037000)","714","0","0"
"충청북도 보은군 회인면(4372038500)","1,693","3","3"
"충청북도 보은군 내북면(4372039000)","1,632","1","1"
"충청북도 보은군 산외면(4372040000)","1,703","0","0"
"충청북도 옥천군 (4373000000)","48,586","112","112"
"충청북도 옥천군 옥천읍(4373025000)","28,224","90","90"
"충청북도 옥천군 동이면(4373031000)","3,110","4","4"
"충청북도 옥천군 안남면(4373032000)","1,347","3","3"
"충청북도 옥천군 안내면(4373033000)","1,889","1","1"
"충청북도 옥천군 청성면(4373034000)","2,294","2","2"
"충청북도 옥천군 청산면(4373035000)","2,823","2","2"
"충청북도 옥천군 이원면(4373036000)","3,934","3","3"
"충청북도 옥천군 군서면(4373037000)","2,078","0","0"
"충청북도 옥천군 군북면(4373038000)","2,887","7","7"
"충청북도 영동군 (4374000000)","43,848","94","94"
"충청북도 영동군 영동읍(4374025000)","19,247","66","66"
"충청북도 영동군 용산면(4374031000)","3,259","1","1"
"충청북도 영동군 황간면(4374032000)","3,958","8","8"
"충청북도 영동군 추풍령면(4374033500)","2,143","2","2"
"충청북도 영동군 매곡면(4374034000)","1,824","3","3"
"충청북도 영동군 상촌면(4374035000)","2,157","1","1"
"충청북도 영동군 양강면(4374036000)","2,981","1","1"
"충청북도 영동군 용화면(4374037000)","943","0","0"
"충청북도 영동군 학산면(4374038000)","2,643","3","3"
"충청북도 영동군 양산면(4374039000)","1,744","3","3"
"충청북도 영동군 심천면(4374040000)","2,949","6","6"
"충청북도 증평군 (4374500000)","37,316","195","195"
"충청북도 증평군 증평읍(4374525000)","35,632","194","194"
